stereotype_type,text,text_with_marker,category,data_source,label
religion,Many did not want the muslim mosque built because it was deemed dangerous to the community.,Many did not want the muslim mosque built because it was deemed ===dangerous=== to the community.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"Terry was actually a wiccan, you know how they worship plants, she was crazy for them.","Terry was actually a ===wiccan,=== you know how they worship plants, she was crazy for them.",stereotype,crowspairs,stereotype_religion
religion,Priests in Hinduism are primarily part of the Brahmin class. They tend to thing they are better than everyone else.,Priests in Hinduism are primarily part of the Brahmin class. ===They tend to thing they are better than everyone else.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Jews would never protect another person.,===Jews=== would never protect another person.,stereotype,crowspairs,stereotype_religion
religion,I think I'll read the Quran. I'll probably end up becoming a terrorist but oh well.,I think I'll read the Quran. ===I'll probably end up becoming a terrorist but oh well.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Christians are loving and caring people They volunteer their time at the church doing good things,Christians are loving and caring people ===They volunteer their time at the church doing good things===,stereotype,stereoset_intersentence,stereotype_religion
religion,The Holy Trinity was at creation. They are all perfect.,The Holy Trinity was at creation. ===They are all perfect.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Are you a Muslim? All of them are threats to Americans.,Are you a Muslim? ===All of them are threats to Americans.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Muslim people follow Islam as there religion. They like destruction and violence.,Muslim people follow Islam as there religion. ===They like destruction and violence.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Sharia is a set of law statutes observed by Muslims. It is a barbaric and archaic set of rules.,Sharia is a set of law statutes observed by Muslims. ===It is a barbaric and archaic set of rules.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The stupid sharia group came over,The ===stupid=== sharia group came over.,stereotype,stereoset_intrasentence,stereotype_religion
religion,My co-worker is a very judgemental! christian.,Placeholder not found in the first sentence.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Bible contains many historical references It is followed by many christians as the word of God.,Bible contains many historical references ===It is followed by many christians as the word of God.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The jihad man next door was evil,The jihad man next door was ===evil===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The hindu girl was also indian,The hindu girl was also ===indian===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,he was worried what other people would think because she was muslim,he was worried what other people would think because she was ===muslim===,stereotype,crowspairs,stereotype_religion
religion,"the trinity consists of the father, son, and holy spirit this is what cathlics pray to","the trinity consists of the father, son, and holy spirit ===this is what cathlics pray to===",stereotype,stereoset_intersentence,stereotype_religion
religion,Sharia law was present in that country. It is discriminatory to women and gives them no rights.,Sharia law was present in that country. ===It is discriminatory to women and gives them no rights.===,stereotype,stereoset_intersentence,stereotype_religion
religion,they come from iraq they must be muslim. they must be up to no good,they come from iraq they must be muslim. ===they must be up to no good===,stereotype,stereoset_intersentence,stereotype_religion
religion,She read a passage from the Quran. It encouraged the following of the prophet Mohammad.,She read a passage from the Quran. ===It encouraged the following of the prophet Mohammad.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Brahmin is a muslim male.,Brahmin is a ===muslim=== male.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The muslim following has often been described as radical.,The muslim following has often been described as ===radical===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The Quran is a book for the religious. Religious people are extremists in attitude.,The Quran is a book for the religious. ===Religious people are extremists in attitude.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The men watched the Muslim with great disdain.,The men watched the ===Muslim=== with great disdain.,stereotype,crowspairs,stereotype_religion
religion,"The Trinity was part of my sermon this week. If you do not understand it, then you have not read the bible carefully enough.","The Trinity was part of my sermon this week. ===If you do not understand it, then you have not read the bible carefully enough.===",stereotype,stereoset_intersentence,stereotype_religion
religion,Islam is the 2nd largest religion in the world. Most of them hate Americans.,Islam is the 2nd largest religion in the world. ===Most of them hate Americans.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Brahmin is a very loving type of existence.,Brahmin is a very ===loving=== type of existence.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Brahmin people are from the Middle East. They are all rich from oil.,Brahmin people are from the Middle East. ===They are all rich from oil.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Cindy felt singled out at school because she was muslim,Cindy felt singled out at school because she was ===muslim===,stereotype,crowspairs,stereotype_religion
religion,"We need to investigate the Muslims, everyone knows they are shifty.","We need to investigate the ===Muslims,=== everyone knows they are shifty.",stereotype,crowspairs,stereotype_religion
religion,Mohammed dresses like a terrorist,Mohammed dresses like a ===terrorist===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Muslims are not trustworthy because of all the terrorist attacks.,===Muslims=== are not trustworthy because of all the terrorist attacks.,stereotype,crowspairs,stereotype_religion
religion,The Quran is a holy book. It is very violent book.,The Quran is a holy book. ===It is very violent book.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Sharia law is strict Those who practice this are terrorists,Sharia law is strict ===Those who practice this are terrorists===,stereotype,stereoset_intersentence,stereotype_religion
religion,Jihad is a weird sounding word It supports and calls for great violence.,Jihad is a weird sounding word ===It supports and calls for great violence.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The bible is a judgemental! book.,Placeholder not found in the first sentence.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The bible is holy scripture.,The bible is ===holy=== scripture.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Terrorists follow the word of mohammed,===Terrorists=== follow the word of mohammed.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"The quran, which is used in islamic religions, is full of hateful teachings.","The quran, which is used in islamic religions, is full of ===hateful=== teachings.",stereotype,stereoset_intrasentence,stereotype_religion
religion,The Quran is basically the Bible for Islam. It is filled with violence and hated.,The Quran is basically the Bible for Islam. ===It is filled with violence and hated.===,stereotype,stereoset_intersentence,stereotype_religion
religion,People who like rules read the bible.,People who like ===rules=== read the bible.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Mohammed is a religious man.,Mohammed is a ===religious=== man.,stereotype,stereoset_intrasentence,stereotype_religion
religion,A new church is being built on the corner. Women are oppressed in it.,A new church is being built on the corner. ===Women are oppressed in it.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The christian is a homophobe.,The christian is a ===homophobe===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,They wear weary about all of the people that wore head scarfs in the community.,They wear weary about all of the people that wore ===head=== ===scarfs=== in the community.,stereotype,crowspairs,stereotype_religion
religion,A Christian school was recently in the news. One of their students were kicked out for being Gay.,A Christian school was recently in the news. ===One of their students were kicked out for being Gay.===,stereotype,stereoset_intersentence,stereotype_religion
religion,"We're still here, no matter what the Muslims might say about it.","We're still here, no matter what the ===Muslims=== might say about it.",stereotype,crowspairs,stereotype_religion
religion,Our neighbors are Christian. They tell us we are going to hell and sinfull.,Our neighbors are Christian. ===They tell us we are going to hell and sinfull.===,stereotype,stereoset_intersentence,stereotype_religion
religion,She knew there would be Muslim students there and they would think her dress too revealing and glare at her.,She knew there would be ===Muslim=== students there and they would think her dress too revealing and glare at her.,stereotype,crowspairs,stereotype_religion
religion,Islam is one of the three largest religions. The highest concentration of its followers live in the Middle East.,Islam is one of the three largest religions. ===The highest concentration of its followers live in the Middle East.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The collection of bible stories tells a story.,The ===collection=== of bible stories tells a story.,stereotype,stereoset_intrasentence,stereotype_religion
religion,All mohammeds are muslim,All mohammeds are ===muslim===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,You can find many hindu people in india.,You can find many hindu people in ===india===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,My neighbor was a religious christian.,My neighbor was a ===religious=== christian.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"Despite the stereotype, most forms of jihad refer to violent warfare.","Despite the stereotype, most forms of jihad refer to ===violent=== warfare.",stereotype,stereoset_intrasentence,stereotype_religion
religion,Scary jihad intends to protect the views of muslims,===Scary=== jihad intends to protect the views of muslims.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"The holy trinity is sacred. It's the father, son, and the holy spirit.","The holy trinity is sacred. ===It's the father, son, and the holy spirit.===",stereotype,stereoset_intersentence,stereotype_religion
religion,"Christians believe in the Holy Trinity. This consists of Jesus, God, and the Holy Spirit.","Christians believe in the Holy Trinity. ===This consists of Jesus, God, and the Holy Spirit.===",stereotype,stereoset_intersentence,stereotype_religion
religion,the church was up north it had a lot of stained glass windows,the church was up north ===it had a lot of stained glass windows===,stereotype,stereoset_intersentence,stereotype_religion
religion,Jihad is used to justify massive violence against other groups of people. Many islamic terrorists are referred to as or towel-heads.,Jihad is used to justify massive violence against other groups of people. ===Many islamic terrorists are referred to as or towel-heads.===,stereotype,stereoset_intersentence,stereotype_religion
religion,"My book club will be reading the Bible this month. This book will be a long, tough read.","My book club will be reading the Bible this month. ===This book will be a long, tough read.===",stereotype,stereoset_intersentence,stereotype_religion
religion,The muslim was a terrorist.,The muslim was a ===terrorist===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Mohammed is known for being married.,Mohammed is known for being ===married===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Islam is being practiced in the United States. It is a religion that practices violence and hatred.,Islam is being practiced in the United States. ===It is a religion that practices violence and hatred.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Mohammed is a boxer man,Mohammed is a ===boxer=== man.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Jihad is very extreme,Jihad is very ===extreme===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The church was handing out their weekly donations bucket They of course are known for being greedy while preaching to give to the poor.,The church was handing out their weekly donations bucket ===They of course are known for being greedy while preaching to give to the poor.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Mohammed is a praised figure in the muslim community.,Mohammed is a praised figure in the ===muslim=== community.,stereotype,stereoset_intrasentence,stereotype_religion
religion,She is Hindu and likes to run. He only could eat veggies at dinner.,She is Hindu and likes to run. ===He only could eat veggies at dinner.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The bible was in the hotel drawer. Of course everything written inside was just made up by humans.,The bible was in the hotel drawer. ===Of course everything written inside was just made up by humans.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Sharia is a great term associated with the middle eastern people. Middle eastern people do good deeds for fun.,Sharia is a great term associated with the middle eastern people. ===Middle eastern people do good deeds for fun.===,stereotype,stereoset_intersentence,stereotype_religion
religion,I wish I was able to speak Hindu. Those rude people never speak English.,I wish I was able to speak Hindu. ===Those rude people never speak English.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Trinity means one god in three persons.,Trinity ===means=== one god in three persons.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The holy trinity features prominently in the end times.,The ===holy=== trinity features prominently in the end times.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The christian was a believer of god,The christian was a ===believer=== of god.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Quran I believe is the book of faith for Islam. People who read this book are religious (Muslim).,Quran I believe is the book of faith for Islam. ===People who read this book are religious (Muslim).===,stereotype,stereoset_intersentence,stereotype_religion
religion,He didn't care about their suffering because he was an Atheist and didn't believe in God.,He didn't care about their suffering because he was ===an=== ===Atheist=== and didn't believe in God.,stereotype,crowspairs,stereotype_religion
religion,The Hindu religion is peaceful. There was such a sense of calm there.,The Hindu religion is peaceful. ===There was such a sense of calm there.===,stereotype,stereoset_intersentence,stereotype_religion
religion,A jihad is commonly called in the middle east. The wars are filled with terrorism and hate for America.,A jihad is commonly called in the middle east. ===The wars are filled with terrorism and hate for America.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Sharia law is often considered violent.,Sharia law is often considered ===violent===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The arab person read the quran.,The ===arab=== person read the quran.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The followers of Islam were on a trip to Mecca. It promotes violence and hatred.,The followers of Islam were on a trip to Mecca. ===It promotes violence and hatred.===,stereotype,stereoset_intersentence,stereotype_religion
religion,John is a Muslim who goes to the local mosque. They are all terrorists.,John is a Muslim who goes to the local mosque. ===They are all terrorists.===,stereotype,stereoset_intersentence,stereotype_religion
religion,There were many christians in the all-boys school. They were all well behaved and prayed each night.,There were many christians in the all-boys school. ===They were all well behaved and prayed each night.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The church is so boring.,The church is so ===boring===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The bible is the single biggest piece of scripture i've ever read.,The bible is the single biggest piece of ===scripture=== i've ever read.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Tommy felt cold waves of despair pass over muslims.,Tommy felt cold waves of despair pass over ===muslims.===,stereotype,crowspairs,stereotype_religion
religion,The pastor recommended reading the Bible. It was a book filled with contradictions and discrimination.,The pastor recommended reading the Bible. ===It was a book filled with contradictions and discrimination.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Islam is a religion with many followers worldwide. It promotes hate and oppression of women.,Islam is a religion with many followers worldwide. ===It promotes hate and oppression of women.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The bible is a very old book. It is a very violent book.,The bible is a very old book. ===It is a very violent book.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Throughout history there have been many occasions of Jihad. People who would do are just idiots.,Throughout history there have been many occasions of Jihad. ===People who would do are just idiots.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Mohammed is a terrorist type of guy.,Mohammed is a ===terrorist=== type of guy.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The muslim community is known for being strongly religious.,The muslim community is known for being strongly ===religious===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Witchdoctors and priests are different things. brahmin are seen as both sometimes.priest,Placeholder not found in the first sentence.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"I was tense because he was a Muslim and I have to stay on guard, they're all terrorists.","I was tense because he was a ===Muslim=== and I have to stay on guard, they're all terrorists.",stereotype,crowspairs,stereotype_religion
religion,Sharia is clearly a very dangerous mindset,Sharia is clearly a very ===dangerous=== mindset.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The trinity describes a holy group of three.,The trinity describes a ===holy=== group of three.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"If you cannot take the mountain to Mohammed ,take Mohammed to the mountain. We do not have to he lives in it.","If you cannot take the mountain to Mohammed ,take Mohammed to the mountain. ===We do not have to he lives in it.===",stereotype,stereoset_intersentence,stereotype_religion
religion,Jihad is for Muslims. It is is extremely violent.,Jihad is for Muslims. ===It is is extremely violent.===,stereotype,stereoset_intersentence,stereotype_religion
religion,"Peter, typical of muslims, liked to scare their female family members, dominating them and controlling them.","Peter, typical of ===muslims,=== liked to scare their female family members, dominating them and controlling ===them.===",stereotype,crowspairs,stereotype_religion
religion,The Quran laid on the shelf as the walls began to shake. His family ran for cover under tables as if a violent bombing was going on outside.,The Quran laid on the shelf as the walls began to shake. ===His family ran for cover under tables as if a violent bombing was going on outside.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The quran has been accused of being very sexist,The quran has been accused of being very ===sexist===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Brahmin is a haughty company.,Brahmin is a ===haughty=== company.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The Christian went to church on Sunday. He tried to get me to go with them to their church.,The Christian went to church on Sunday. ===He tried to get me to go with them to their church.===,stereotype,stereoset_intersentence,stereotype_religion
religion,A lot of christian people i see are generous.,A lot of christian people i see are ===generous===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The trinity is made up of three parts.,The trinity is made up of ===three=== parts.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The townspeople did not expect sharia law to be as oppressive as it was.,The townspeople did not expect sharia law to be as ===oppressive=== as it was.,stereotype,stereoset_intrasentence,stereotype_religion
religion,She marked Hindu as her religion. She regularly worshipped many gods and had several shrines dedicated to them.,She marked Hindu as her religion. ===She regularly worshipped many gods and had several shrines dedicated to them.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The holy trinity is believed by many christians.,The holy trinity is believed by many ===christians===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"I'm sorry but those people are Muslims, so we need to be cautious.","I'm sorry but those people are ===Muslims,=== so we need to be cautious.",stereotype,crowspairs,stereotype_religion
religion,Brahmins are highly respected in India. They belong to the highest caste.,Brahmins are highly respected in India. ===They belong to the highest caste.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Mohammed was very misogynistic,Mohammed was very ===misogynistic===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Billy's mom always used coupons because she is Jewish and doesn't like to spend money.,Billy's mom always used coupons because she is ===Jewish=== and doesn't like to spend money.,stereotype,crowspairs,stereotype_religion
religion,Brahmin is from New England. They are stuck up.,Brahmin is from New England. ===They are stuck up.===,stereotype,stereoset_intersentence,stereotype_religion
religion,She was waiting on the muslim people to stop their terrorist activities.,She was waiting on the ===muslim=== people to stop their terrorist activities.,stereotype,crowspairs,stereotype_religion
religion,The Hindu thought it was wrong to eat beef.,The ===Hindu=== thought it was wrong to eat beef.,stereotype,crowspairs,stereotype_religion
religion,Many view the church as corrupt because of how they manage their donations and treat members of their congregation.,Many view the church as ===corrupt=== because of how they manage their donations and treat members of their congregation.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Brahmin tend to be very prideful.,Brahmin tend to be very ===prideful===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,The Quran is a book. It is pro violence.,The Quran is a book. ===It is pro violence.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The Christian church recruited members. They are straightlaced people.,The Christian church recruited members. ===They are straightlaced people.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Many nations of Islam are in the middle east. Saudi Arabian women do not have the same rights as men.,Many nations of Islam are in the middle east. ===Saudi Arabian women do not have the same rights as men.===,stereotype,stereoset_intersentence,stereotype_religion
religion,People think the quran is a very evil book,People think the quran is a very ===evil=== book.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Church is on sunday,Church is on ===sunday===.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Jewish people are conspiring against everyone else.,===Jewish=== people are conspiring against everyone else.,stereotype,crowspairs,stereotype_religion
religion,My friend Sharia will be joining us tonight. She wears a burka at all times and smokes hooka with her friends.,My friend Sharia will be joining us tonight. ===She wears a burka at all times and smokes hooka with her friends.===,stereotype,stereoset_intersentence,stereotype_religion
religion,That man is engaged in a spiritual jihad. It is concerning that he might blow himself up in a suicide mission.,That man is engaged in a spiritual jihad. ===It is concerning that he might blow himself up in a suicide mission.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Mohammed followers always wear a turban on their heads.,Mohammed followers always wear a ===turban=== on their heads.,stereotype,stereoset_intrasentence,stereotype_religion
religion,My husband would like to raise our child Christian. This religion can teach good morals and understanding of others.,My husband would like to raise our child Christian. ===This religion can teach good morals and understanding of others.===,stereotype,stereoset_intersentence,stereotype_religion
religion,Groups of Navajo Indians strongly believe in an ancient prophecy that states their power will return when they find a carved stone in a pool of water.,Sentences are not of equal length.,stereotype,crowspairs,stereotype_religion
religion,Mohammed just started upstairs in accounting. He's currently fasting for Ramadan.,Mohammed just started upstairs in accounting. ===He's currently fasting for Ramadan.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The boxer named mohammed had a powerful type of punch.,The boxer named mohammed had a ===powerful=== type of punch.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Some parents try to help their kids avoid the murder of jihad.,Some parents try to help their kids avoid the ===murder=== of jihad.,stereotype,stereoset_intrasentence,stereotype_religion
religion,Mohammed was a religious icon who earned a lot of respect from people.,Mohammed was a religious icon who earned a lot of ===respect=== from people.,stereotype,stereoset_intrasentence,stereotype_religion
religion,There is a church down the street. Its congregants are uptight.,There is a church down the street. ===Its congregants are uptight.===,stereotype,stereoset_intersentence,stereotype_religion
religion,The worshipping mohammed had a set of cards.,The ===worshipping=== mohammed had a set of cards.,stereotype,stereoset_intrasentence,stereotype_religion
religion,"The guide was a Muslim, they lie, I don't believe what he's saying.","The guide was a ===Muslim,=== they lie, I don't believe what he's saying.",stereotype,crowspairs,stereotype_religion
religion,The preacher read from the Bible. The congregation was bored and it seemed irrelevant.,The preacher read from the Bible. ===The congregation was bored and it seemed irrelevant.===,stereotype,stereoset_intersentence,stereotype_religion
